,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
22957,Ohio Street Beach,2014-08-10 12:00:00,23.1,5.09,0.218,3.0,10.5,08/10/2014 12:00 PM,OhioStreetBeach201408101200
22958,Ohio Street Beach,2014-08-10 13:00:00,23.4,248.43,0.199,3.0,10.5,08/10/2014 1:00 PM,OhioStreetBeach201408101300
22959,Ohio Street Beach,2014-08-10 14:00:00,23.7,5.14,0.2,3.0,10.5,08/10/2014 2:00 PM,OhioStreetBeach201408101400
22960,Ohio Street Beach,2014-08-10 15:00:00,24.2,403.81,0.196,3.0,10.5,08/10/2014 3:00 PM,OhioStreetBeach201408101500
22961,Ohio Street Beach,2014-08-10 16:00:00,24.2,119.6,0.201,3.0,10.5,08/10/2014 4:00 PM,OhioStreetBeach201408101600
22962,Ohio Street Beach,2014-08-10 17:00:00,23.9,5.02,0.202,3.0,10.5,08/10/2014 5:00 PM,OhioStreetBeach201408101700
22963,Ohio Street Beach,2014-08-10 18:00:00,23.7,116.01,0.206,3.0,10.5,08/10/2014 6:00 PM,OhioStreetBeach201408101800
22964,Ohio Street Beach,2014-08-10 19:00:00,23.5,5.54,0.204,4.0,10.5,08/10/2014 7:00 PM,OhioStreetBeach201408101900
22965,Ohio Street Beach,2014-08-10 20:00:00,23.4,317.4,0.216,3.0,10.5,08/10/2014 8:00 PM,OhioStreetBeach201408102000
22966,Ohio Street Beach,2014-08-10 21:00:00,23.2,86.49,0.211,3.0,10.5,08/10/2014 9:00 PM,OhioStreetBeach201408102100
22967,Ohio Street Beach,2014-08-10 22:00:00,23.1,634.4,0.196,3.0,10.5,08/10/2014 10:00 PM,OhioStreetBeach201408102200
22968,Ohio Street Beach,2014-08-10 23:00:00,22.9,114.38,0.203,4.0,10.5,08/10/2014 11:00 PM,OhioStreetBeach201408102300
22993,Ohio Street Beach,2014-08-11 00:00:00,22.8,604.47,0.209,4.0,10.5,08/11/2014 12:00 AM,OhioStreetBeach201408112400
22970,Ohio Street Beach,2014-08-11 01:00:00,22.8,143.96,0.276,4.0,10.5,08/11/2014 1:00 AM,OhioStreetBeach201408110100
22971,Ohio Street Beach,2014-08-11 02:00:00,22.7,603.85,0.261,4.0,10.5,08/11/2014 2:00 AM,OhioStreetBeach201408110200
22972,Ohio Street Beach,2014-08-11 03:00:00,22.6,153.14,0.253,4.0,10.5,08/11/2014 3:00 AM,OhioStreetBeach201408110300
22973,Ohio Street Beach,2014-08-11 04:00:00,22.5,7.69,0.282,4.0,10.5,08/11/2014 4:00 AM,OhioStreetBeach201408110400
22974,Ohio Street Beach,2014-08-11 05:00:00,22.5,121.83,0.288,4.0,10.5,08/11/2014 5:00 AM,OhioStreetBeach201408110500
22975,Ohio Street Beach,2014-08-11 06:00:00,22.4,671.41,0.278,4.0,10.5,08/11/2014 6:00 AM,OhioStreetBeach201408110600
22976,Ohio Street Beach,2014-08-11 07:00:00,22.4,143.98,0.267,3.0,10.5,08/11/2014 7:00 AM,OhioStreetBeach201408110700
22977,Ohio Street Beach,2014-08-11 08:00:00,22.3,6.56,0.25,4.0,10.5,08/11/2014 8:00 AM,OhioStreetBeach201408110800
22978,Ohio Street Beach,2014-08-11 09:00:00,22.4,128.93,0.211,4.0,10.5,08/11/2014 9:00 AM,OhioStreetBeach201408110900
22979,Ohio Street Beach,2014-08-11 10:00:00,22.6,456.11,0.181,4.0,10.5,08/11/2014 10:00 AM,OhioStreetBeach201408111000
22980,Ohio Street Beach,2014-08-11 11:00:00,23.3,258.65,0.179,3.0,10.5,08/11/2014 11:00 AM,OhioStreetBeach201408111100
22981,Ohio Street Beach,2014-08-11 12:00:00,23.8,76.18,0.184,4.0,10.5,08/11/2014 12:00 PM,OhioStreetBeach201408111200
22982,Ohio Street Beach,2014-08-11 13:00:00,23.5,172.88,0.17,4.0,10.5,08/11/2014 1:00 PM,OhioStreetBeach201408111300
22983,Ohio Street Beach,2014-08-11 14:00:00,23.1,4.93,0.159,4.0,10.5,08/11/2014 2:00 PM,OhioStreetBeach201408111400
22984,Ohio Street Beach,2014-08-11 15:00:00,23.6,196.83,0.16,3.0,10.5,08/11/2014 3:00 PM,OhioStreetBeach201408111500
22985,Ohio Street Beach,2014-08-11 16:00:00,23.8,4.45,0.16,3.0,10.5,08/11/2014 4:00 PM,OhioStreetBeach201408111600
22986,Ohio Street Beach,2014-08-11 17:00:00,24.0,277.3,0.147,3.0,10.5,08/11/2014 5:00 PM,OhioStreetBeach201408111700
22987,Ohio Street Beach,2014-08-11 18:00:00,23.9,4.82,0.15,3.0,10.5,08/11/2014 6:00 PM,OhioStreetBeach201408111800
22988,Ohio Street Beach,2014-08-11 19:00:00,23.7,463.45,0.142,6.0,10.5,08/11/2014 7:00 PM,OhioStreetBeach201408111900
22989,Ohio Street Beach,2014-08-11 20:00:00,23.5,153.23,0.138,3.0,10.5,08/11/2014 8:00 PM,OhioStreetBeach201408112000
22990,Ohio Street Beach,2014-08-11 21:00:00,23.3,679.87,0.134,3.0,10.5,08/11/2014 9:00 PM,OhioStreetBeach201408112100
22991,Ohio Street Beach,2014-08-11 22:00:00,23.2,179.95,0.121,3.0,10.5,08/11/2014 10:00 PM,OhioStreetBeach201408112200
22992,Ohio Street Beach,2014-08-11 23:00:00,23.1,777.76,0.103,3.0,10.5,08/11/2014 11:00 PM,OhioStreetBeach201408112300
23017,Ohio Street Beach,2014-08-12 00:00:00,22.9,145.14,0.105,3.0,10.5,08/12/2014 12:00 AM,OhioStreetBeach201408122400
22994,Ohio Street Beach,2014-08-12 01:00:00,22.8,684.07,0.108,3.0,10.5,08/12/2014 1:00 AM,OhioStreetBeach201408120100
22995,Ohio Street Beach,2014-08-12 02:00:00,22.8,142.18,0.112,3.0,10.5,08/12/2014 2:00 AM,OhioStreetBeach201408120200
22996,Ohio Street Beach,2014-08-12 03:00:00,22.7,597.4,0.116,3.0,10.5,08/12/2014 3:00 AM,OhioStreetBeach201408120300
22997,Ohio Street Beach,2014-08-12 04:00:00,22.7,115.81,0.156,3.0,10.5,08/12/2014 4:00 AM,OhioStreetBeach201408120400
22998,Ohio Street Beach,2014-08-12 05:00:00,22.6,624.81,0.195,3.0,10.5,08/12/2014 5:00 AM,OhioStreetBeach201408120500
22999,Ohio Street Beach,2014-08-12 06:00:00,22.6,144.33,0.267,4.0,10.5,08/12/2014 6:00 AM,OhioStreetBeach201408120600
23000,Ohio Street Beach,2014-08-12 07:00:00,22.6,518.46,0.275,5.0,10.5,08/12/2014 7:00 AM,OhioStreetBeach201408120700
23001,Ohio Street Beach,2014-08-12 08:00:00,22.5,145.56,0.26,5.0,10.5,08/12/2014 8:00 AM,OhioStreetBeach201408120800
23002,Ohio Street Beach,2014-08-12 09:00:00,22.4,639.29,0.26,5.0,10.5,08/12/2014 9:00 AM,OhioStreetBeach201408120900
23003,Ohio Street Beach,2014-08-12 10:00:00,22.4,134.55,0.288,6.0,10.5,08/12/2014 10:00 AM,OhioStreetBeach201408121000
23004,Ohio Street Beach,2014-08-12 11:00:00,22.3,784.32,0.287,6.0,10.5,08/12/2014 11:00 AM,OhioStreetBeach201408121100
23005,Ohio Street Beach,2014-08-12 12:00:00,22.3,343.48,0.297,5.0,10.5,08/12/2014 12:00 PM,OhioStreetBeach201408121200
23006,Ohio Street Beach,2014-08-12 13:00:00,22.2,7.41,0.306,4.0,10.4,08/12/2014 1:00 PM,OhioStreetBeach201408121300
23007,Ohio Street Beach,2014-08-12 14:00:00,22.2,127.95,0.328,6.0,10.4,08/12/2014 2:00 PM,OhioStreetBeach201408121400
23008,Ohio Street Beach,2014-08-12 15:00:00,22.1,734.02,0.301,7.0,10.4,08/12/2014 3:00 PM,OhioStreetBeach201408121500
23009,Ohio Street Beach,2014-08-12 16:00:00,22.2,268.85,0.313,4.0,10.4,08/12/2014 4:00 PM,OhioStreetBeach201408121600
23010,Ohio Street Beach,2014-08-12 17:00:00,22.0,767.52,0.318,8.0,10.4,08/12/2014 5:00 PM,OhioStreetBeach201408121700
23011,Ohio Street Beach,2014-08-12 18:00:00,22.0,201.08,0.316,8.0,10.4,08/12/2014 6:00 PM,OhioStreetBeach201408121800
23012,Ohio Street Beach,2014-08-12 19:00:00,21.9,794.56,0.278,8.0,10.4,08/12/2014 7:00 PM,OhioStreetBeach201408121900
23013,Ohio Street Beach,2014-08-12 20:00:00,21.9,212.06,0.27,8.0,10.4,08/12/2014 8:00 PM,OhioStreetBeach201408122000
23014,Ohio Street Beach,2014-08-12 21:00:00,21.8,821.75,0.266,8.0,10.4,08/12/2014 9:00 PM,OhioStreetBeach201408122100
23015,Ohio Street Beach,2014-08-12 22:00:00,21.8,213.95,0.253,8.0,10.4,08/12/2014 10:00 PM,OhioStreetBeach201408122200
23016,Ohio Street Beach,2014-08-12 23:00:00,21.8,839.39,0.239,7.0,10.4,08/12/2014 11:00 PM,OhioStreetBeach201408122300
23039,Ohio Street Beach,2014-08-13 00:00:00,21.8,220.2,0.216,8.0,10.4,08/13/2014 12:00 AM,OhioStreetBeach201408132400
23018,Ohio Street Beach,2014-08-13 01:00:00,21.7,941.28,0.205,8.0,10.4,08/13/2014 1:00 AM,OhioStreetBeach201408130100
23019,Ohio Street Beach,2014-08-13 02:00:00,21.6,375.72,0.199,7.0,10.4,08/13/2014 2:00 AM,OhioStreetBeach201408130200
23020,Ohio Street Beach,2014-08-13 03:00:00,21.5,166.67,0.215,7.0,10.4,08/13/2014 3:00 AM,OhioStreetBeach201408130300
23021,Ohio Street Beach,2014-08-13 04:00:00,21.4,218.79,0.225,7.0,10.4,08/13/2014 4:00 AM,OhioStreetBeach201408130400
23022,Ohio Street Beach,2014-08-13 05:00:00,21.3,166.83,0.206,7.0,10.4,08/13/2014 5:00 AM,OhioStreetBeach201408130500
23023,Ohio Street Beach,2014-08-13 06:00:00,21.2,312.01,0.216,4.0,10.4,08/13/2014 6:00 AM,OhioStreetBeach201408130600
23024,Ohio Street Beach,2014-08-13 07:00:00,21.3,185.57,0.221,7.0,10.4,08/13/2014 7:00 AM,OhioStreetBeach201408130700
23025,Ohio Street Beach,2014-08-13 08:00:00,21.4,427.34,0.225,5.0,10.4,08/13/2014 8:00 AM,OhioStreetBeach201408130800
23026,Ohio Street Beach,2014-08-13 09:00:00,21.5,184.31,0.19,4.0,10.4,08/13/2014 9:00 AM,OhioStreetBeach201408130900
23027,Ohio Street Beach,2014-08-13 10:00:00,21.9,417.67,0.185,6.0,10.4,08/13/2014 10:00 AM,OhioStreetBeach201408131000
23028,Ohio Street Beach,2014-08-13 11:00:00,22.2,182.57,0.179,6.0,10.4,08/13/2014 11:00 AM,OhioStreetBeach201408131100
23029,Ohio Street Beach,2014-08-13 12:00:00,22.2,429.56,0.188,7.0,10.4,08/13/2014 12:00 PM,OhioStreetBeach201408131200
23030,Ohio Street Beach,2014-08-13 13:00:00,22.2,159.39,0.177,7.0,10.4,08/13/2014 1:00 PM,OhioStreetBeach201408131300
23031,Ohio Street Beach,2014-08-13 14:00:00,22.3,755.32,0.189,7.0,10.4,08/13/2014 2:00 PM,OhioStreetBeach201408131400
23032,Ohio Street Beach,2014-08-13 15:00:00,22.9,203.89,0.198,6.0,10.4,08/13/2014 3:00 PM,OhioStreetBeach201408131500
23033,Ohio Street Beach,2014-08-13 16:00:00,23.3,8.06,0.189,6.0,10.4,08/13/2014 4:00 PM,OhioStreetBeach201408131600
23034,Ohio Street Beach,2014-08-13 19:00:00,23.0,612.72,0.201,5.0,10.4,08/13/2014 7:00 PM,OhioStreetBeach201408131900
23035,Ohio Street Beach,2014-08-13 20:00:00,22.8,164.68,0.218,5.0,10.4,08/13/2014 8:00 PM,OhioStreetBeach201408132000
23036,Ohio Street Beach,2014-08-13 21:00:00,22.7,3.98,0.179,5.0,10.4,08/13/2014 9:00 PM,OhioStreetBeach201408132100
23037,Ohio Street Beach,2014-08-13 22:00:00,22.6,155.18,0.2,5.0,10.4,08/13/2014 10:00 PM,OhioStreetBeach201408132200
23038,Ohio Street Beach,2014-08-13 23:00:00,22.4,1190.02,0.188,4.0,10.4,08/13/2014 11:00 PM,OhioStreetBeach201408132300
23063,Ohio Street Beach,2014-08-14 00:00:00,22.4,410.65,0.176,3.0,10.4,08/14/2014 12:00 AM,OhioStreetBeach201408142400
23040,Ohio Street Beach,2014-08-14 01:00:00,22.3,298.64,0.172,3.0,10.4,08/14/2014 1:00 AM,OhioStreetBeach201408140100
23041,Ohio Street Beach,2014-08-14 02:00:00,22.1,36.84,0.172,3.0,10.4,08/14/2014 2:00 AM,OhioStreetBeach201408140200
23042,Ohio Street Beach,2014-08-14 03:00:00,22.1,102.66,0.215,3.0,10.4,08/14/2014 3:00 AM,OhioStreetBeach201408140300
23043,Ohio Street Beach,2014-08-14 04:00:00,21.9,139.37,0.243,3.0,10.4,08/14/2014 4:00 AM,OhioStreetBeach201408140400
23044,Ohio Street Beach,2014-08-14 05:00:00,21.8,10.04,0.251,4.0,10.4,08/14/2014 5:00 AM,OhioStreetBeach201408140500
23045,Ohio Street Beach,2014-08-14 06:00:00,21.6,8.32,0.255,4.0,10.4,08/14/2014 6:00 AM,OhioStreetBeach201408140600
23046,Ohio Street Beach,2014-08-14 07:00:00,21.4,10.29,0.262,4.0,10.4,08/14/2014 7:00 AM,OhioStreetBeach201408140700
23047,Ohio Street Beach,2014-08-14 08:00:00,21.4,4.63,0.271,4.0,10.4,08/14/2014 8:00 AM,OhioStreetBeach201408140800
23048,Ohio Street Beach,2014-08-14 09:00:00,21.4,4.27,0.243,5.0,10.4,08/14/2014 9:00 AM,OhioStreetBeach201408140900
23049,Ohio Street Beach,2014-08-14 10:00:00,21.6,4.02,0.241,5.0,10.4,08/14/2014 10:00 AM,OhioStreetBeach201408141000
23050,Ohio Street Beach,2014-08-14 11:00:00,21.8,4.17,0.219,5.0,10.4,08/14/2014 11:00 AM,OhioStreetBeach201408141100
23051,Ohio Street Beach,2014-08-14 12:00:00,22.0,4.09,0.224,5.0,10.4,08/14/2014 12:00 PM,OhioStreetBeach201408141200
23052,Ohio Street Beach,2014-08-14 13:00:00,22.2,3.87,0.213,5.0,10.4,08/14/2014 1:00 PM,OhioStreetBeach201408141300
23053,Ohio Street Beach,2014-08-14 14:00:00,22.5,3.88,0.219,5.0,10.4,08/14/2014 2:00 PM,OhioStreetBeach201408141400
23054,Ohio Street Beach,2014-08-14 15:00:00,23.0,3.88,0.215,5.0,10.4,08/14/2014 3:00 PM,OhioStreetBeach201408141500
23055,Ohio Street Beach,2014-08-14 16:00:00,23.3,3.78,0.224,5.0,10.4,08/14/2014 4:00 PM,OhioStreetBeach201408141600
23056,Ohio Street Beach,2014-08-14 17:00:00,23.2,3.72,0.215,4.0,10.4,08/14/2014 5:00 PM,OhioStreetBeach201408141700
23057,Ohio Street Beach,2014-08-14 18:00:00,23.1,3.38,0.239,5.0,10.4,08/14/2014 6:00 PM,OhioStreetBeach201408141800
23058,Ohio Street Beach,2014-08-14 19:00:00,22.9,3.47,0.224,5.0,10.4,08/14/2014 7:00 PM,OhioStreetBeach201408141900
23059,Ohio Street Beach,2014-08-14 20:00:00,22.7,4.67,0.264,4.0,10.4,08/14/2014 8:00 PM,OhioStreetBeach201408142000
23060,Ohio Street Beach,2014-08-14 21:00:00,22.6,4.93,0.195,6.0,10.4,08/14/2014 9:00 PM,OhioStreetBeach201408142100
23061,Ohio Street Beach,2014-08-14 22:00:00,22.5,4.48,0.195,6.0,10.4,08/14/2014 10:00 PM,OhioStreetBeach201408142200
23062,Ohio Street Beach,2014-08-14 23:00:00,22.4,3.67,0.194,5.0,10.4,08/14/2014 11:00 PM,OhioStreetBeach201408142300
23084,Ohio Street Beach,2014-08-15 00:00:00,22.3,4.14,0.185,5.0,10.4,08/15/2014 12:00 AM,OhioStreetBeach201408152400
23064,Ohio Street Beach,2014-08-15 01:00:00,22.2,4.05,0.169,4.0,10.3,08/15/2014 1:00 AM,OhioStreetBeach201408150100
23065,Ohio Street Beach,2014-08-15 02:00:00,22.1,3.9,0.17,5.0,10.3,08/15/2014 2:00 AM,OhioStreetBeach201408150200
23066,Ohio Street Beach,2014-08-15 03:00:00,22.0,4.14,0.154,5.0,10.3,08/15/2014 3:00 AM,OhioStreetBeach201408150300
23067,Ohio Street Beach,2014-08-15 04:00:00,21.9,4.32,0.144,5.0,10.3,08/15/2014 4:00 AM,OhioStreetBeach201408150400
23068,Ohio Street Beach,2014-08-15 05:00:00,21.8,4.11,0.13,5.0,10.3,08/15/2014 5:00 AM,OhioStreetBeach201408150500
23069,Ohio Street Beach,2014-08-15 09:00:00,21.7,4.1,0.127,4.0,10.3,08/15/2014 9:00 AM,OhioStreetBeach201408150900
23070,Ohio Street Beach,2014-08-15 10:00:00,21.9,3.47,0.107,5.0,10.3,08/15/2014 10:00 AM,OhioStreetBeach201408151000
23071,Ohio Street Beach,2014-08-15 11:00:00,22.0,3.27,0.117,3.0,10.3,08/15/2014 11:00 AM,OhioStreetBeach201408151100
23072,Ohio Street Beach,2014-08-15 12:00:00,22.4,3.34,0.135,3.0,10.3,08/15/2014 12:00 PM,OhioStreetBeach201408151200
23073,Ohio Street Beach,2014-08-15 13:00:00,22.7,3.21,0.125,4.0,10.3,08/15/2014 1:00 PM,OhioStreetBeach201408151300
23074,Ohio Street Beach,2014-08-15 14:00:00,23.3,3.65,0.116,5.0,10.3,08/15/2014 2:00 PM,OhioStreetBeach201408151400
23075,Ohio Street Beach,2014-08-15 15:00:00,23.4,4.03,0.126,5.0,10.3,08/15/2014 3:00 PM,OhioStreetBeach201408151500
23076,Ohio Street Beach,2014-08-15 16:00:00,22.9,3.81,0.229,3.0,10.3,08/15/2014 4:00 PM,OhioStreetBeach201408151600
23077,Ohio Street Beach,2014-08-15 17:00:00,22.9,4.0,0.187,2.0,10.3,08/15/2014 5:00 PM,OhioStreetBeach201408151700
23078,Ohio Street Beach,2014-08-15 18:00:00,22.7,4.06,0.186,3.0,10.3,08/15/2014 6:00 PM,OhioStreetBeach201408151800
23079,Ohio Street Beach,2014-08-15 19:00:00,22.3,4.14,0.166,4.0,10.3,08/15/2014 7:00 PM,OhioStreetBeach201408151900
23080,Ohio Street Beach,2014-08-15 20:00:00,22.2,4.07,0.182,3.0,10.3,08/15/2014 8:00 PM,OhioStreetBeach201408152000
23081,Ohio Street Beach,2014-08-15 21:00:00,22.2,6.42,0.148,3.0,10.3,08/15/2014 9:00 PM,OhioStreetBeach201408152100
23082,Ohio Street Beach,2014-08-15 22:00:00,22.1,6.53,0.126,4.0,10.3,08/15/2014 10:00 PM,OhioStreetBeach201408152200
23083,Ohio Street Beach,2014-08-15 23:00:00,22.0,8.72,0.112,4.0,10.3,08/15/2014 11:00 PM,OhioStreetBeach201408152300
23108,Ohio Street Beach,2014-08-16 00:00:00,22.0,8.75,0.095,4.0,10.3,08/16/2014 12:00 AM,OhioStreetBeach201408162400
23085,Ohio Street Beach,2014-08-16 01:00:00,21.9,9.61,0.085,7.0,10.3,08/16/2014 1:00 AM,OhioStreetBeach201408160100
23086,Ohio Street Beach,2014-08-16 02:00:00,21.8,10.03,0.075,4.0,10.3,08/16/2014 2:00 AM,OhioStreetBeach201408160200
23087,Ohio Street Beach,2014-08-16 03:00:00,21.7,9.72,0.074,5.0,10.3,08/16/2014 3:00 AM,OhioStreetBeach201408160300
23088,Ohio Street Beach,2014-08-16 04:00:00,21.7,9.78,0.079,4.0,10.3,08/16/2014 4:00 AM,OhioStreetBeach201408160400
23089,Ohio Street Beach,2014-08-16 05:00:00,21.7,9.72,0.08,10.0,10.3,08/16/2014 5:00 AM,OhioStreetBeach201408160500
23090,Ohio Street Beach,2014-08-16 06:00:00,21.6,5.91,0.078,4.0,10.3,08/16/2014 6:00 AM,OhioStreetBeach201408160600
23091,Ohio Street Beach,2014-08-16 07:00:00,21.6,5.76,0.08,4.0,10.3,08/16/2014 7:00 AM,OhioStreetBeach201408160700
23092,Ohio Street Beach,2014-08-16 08:00:00,21.7,4.32,0.09,4.0,10.3,08/16/2014 8:00 AM,OhioStreetBeach201408160800
23093,Ohio Street Beach,2014-08-16 09:00:00,21.9,4.26,0.163,2.0,10.3,08/16/2014 9:00 AM,OhioStreetBeach201408160900
23094,Ohio Street Beach,2014-08-16 10:00:00,22.2,4.7,0.109,2.0,10.3,08/16/2014 10:00 AM,OhioStreetBeach201408161000
23095,Ohio Street Beach,2014-08-16 11:00:00,22.5,4.7,0.135,3.0,10.3,08/16/2014 11:00 AM,OhioStreetBeach201408161100
23096,Ohio Street Beach,2014-08-16 12:00:00,22.8,4.53,0.138,3.0,10.3,08/16/2014 12:00 PM,OhioStreetBeach201408161200
23097,Ohio Street Beach,2014-08-16 13:00:00,23.1,6.01,0.145,3.0,10.3,08/16/2014 1:00 PM,OhioStreetBeach201408161300
23098,Ohio Street Beach,2014-08-16 14:00:00,23.1,5.11,0.128,3.0,10.3,08/16/2014 2:00 PM,OhioStreetBeach201408161400
23099,Ohio Street Beach,2014-08-16 15:00:00,23.6,5.48,0.109,3.0,10.3,08/16/2014 3:00 PM,OhioStreetBeach201408161500
23100,Ohio Street Beach,2014-08-16 16:00:00,23.7,5.55,0.211,3.0,10.3,08/16/2014 4:00 PM,OhioStreetBeach201408161600
23101,Ohio Street Beach,2014-08-16 17:00:00,23.7,7.02,0.175,3.0,10.3,08/16/2014 5:00 PM,OhioStreetBeach201408161700
23102,Ohio Street Beach,2014-08-16 18:00:00,23.7,8.02,0.147,3.0,10.3,08/16/2014 6:00 PM,OhioStreetBeach201408161800
23103,Ohio Street Beach,2014-08-16 19:00:00,23.3,7.35,0.149,2.0,10.3,08/16/2014 7:00 PM,OhioStreetBeach201408161900
23104,Ohio Street Beach,2014-08-16 20:00:00,22.9,7.63,0.154,2.0,10.3,08/16/2014 8:00 PM,OhioStreetBeach201408162000
23105,Ohio Street Beach,2014-08-16 21:00:00,22.8,8.3,0.116,3.0,10.3,08/16/2014 9:00 PM,OhioStreetBeach201408162100
23106,Ohio Street Beach,2014-08-16 22:00:00,22.6,8.58,0.128,7.0,10.3,08/16/2014 10:00 PM,OhioStreetBeach201408162200
23107,Ohio Street Beach,2014-08-16 23:00:00,22.5,9.29,0.13,3.0,10.3,08/16/2014 11:00 PM,OhioStreetBeach201408162300
23131,Ohio Street Beach,2014-08-17 00:00:00,22.4,9.65,0.099,4.0,10.3,08/17/2014 12:00 AM,OhioStreetBeach201408172400
23109,Ohio Street Beach,2014-08-17 01:00:00,22.3,10.36,0.083,7.0,10.3,08/17/2014 1:00 AM,OhioStreetBeach201408170100
23110,Ohio Street Beach,2014-08-17 02:00:00,22.2,10.44,0.078,6.0,10.3,08/17/2014 2:00 AM,OhioStreetBeach201408170200
23111,Ohio Street Beach,2014-08-17 03:00:00,22.2,9.22,0.072,5.0,10.3,08/17/2014 3:00 AM,OhioStreetBeach201408170300
23112,Ohio Street Beach,2014-08-17 04:00:00,22.1,8.01,0.071,4.0,10.3,08/17/2014 4:00 AM,OhioStreetBeach201408170400
23113,Ohio Street Beach,2014-08-17 05:00:00,22.1,9.92,0.109,2.0,10.3,08/17/2014 5:00 AM,OhioStreetBeach201408170500
23114,Ohio Street Beach,2014-08-17 06:00:00,22.1,10.35,0.162,3.0,10.3,08/17/2014 6:00 AM,OhioStreetBeach201408170600
23115,Ohio Street Beach,2014-08-17 07:00:00,22.1,11.63,0.18,3.0,10.3,08/17/2014 7:00 AM,OhioStreetBeach201408170700
23116,Ohio Street Beach,2014-08-17 08:00:00,22.1,13.31,0.182,3.0,10.3,08/17/2014 8:00 AM,OhioStreetBeach201408170800
23117,Ohio Street Beach,2014-08-17 09:00:00,22.1,14.49,0.179,3.0,10.3,08/17/2014 9:00 AM,OhioStreetBeach201408170900
23118,Ohio Street Beach,2014-08-17 10:00:00,22.1,14.08,0.241,4.0,10.3,08/17/2014 10:00 AM,OhioStreetBeach201408171000
23119,Ohio Street Beach,2014-08-17 11:00:00,22.0,14.05,0.236,3.0,10.3,08/17/2014 11:00 AM,OhioStreetBeach201408171100
23120,Ohio Street Beach,2014-08-17 13:00:00,21.9,14.59,0.264,4.0,10.3,08/17/2014 1:00 PM,OhioStreetBeach201408171300
23121,Ohio Street Beach,2014-08-17 14:00:00,21.9,16.9,0.281,5.0,10.2,08/17/2014 2:00 PM,OhioStreetBeach201408171400
23122,Ohio Street Beach,2014-08-17 15:00:00,21.9,18.58,0.291,4.0,10.2,08/17/2014 3:00 PM,OhioStreetBeach201408171500
23123,Ohio Street Beach,2014-08-17 16:00:00,21.8,20.44,0.3,5.0,10.2,08/17/2014 4:00 PM,OhioStreetBeach201408171600
23124,Ohio Street Beach,2014-08-17 17:00:00,21.8,20.67,0.291,5.0,10.2,08/17/2014 5:00 PM,OhioStreetBeach201408171700
23125,Ohio Street Beach,2014-08-17 18:00:00,21.7,21.87,0.25,5.0,10.2,08/17/2014 6:00 PM,OhioStreetBeach201408171800
23126,Ohio Street Beach,2014-08-17 19:00:00,21.6,20.51,0.274,5.0,10.2,08/17/2014 7:00 PM,OhioStreetBeach201408171900
23127,Ohio Street Beach,2014-08-17 20:00:00,21.6,22.14,0.279,5.0,10.2,08/17/2014 8:00 PM,OhioStreetBeach201408172000
23128,Ohio Street Beach,2014-08-17 21:00:00,21.5,21.09,0.261,5.0,10.2,08/17/2014 9:00 PM,OhioStreetBeach201408172100
23129,Ohio Street Beach,2014-08-17 22:00:00,21.4,20.68,0.25,5.0,10.2,08/17/2014 10:00 PM,OhioStreetBeach201408172200
23130,Ohio Street Beach,2014-08-17 23:00:00,21.4,21.32,0.249,5.0,10.2,08/17/2014 11:00 PM,OhioStreetBeach201408172300
23155,Ohio Street Beach,2014-08-18 00:00:00,21.4,21.15,0.251,5.0,10.2,08/18/2014 12:00 AM,OhioStreetBeach201408182400
23132,Ohio Street Beach,2014-08-18 01:00:00,21.4,22.2,0.233,5.0,10.2,08/18/2014 1:00 AM,OhioStreetBeach201408180100
23133,Ohio Street Beach,2014-08-18 02:00:00,21.4,21.83,0.234,5.0,10.2,08/18/2014 2:00 AM,OhioStreetBeach201408180200
23134,Ohio Street Beach,2014-08-18 03:00:00,21.4,22.63,0.226,3.0,10.2,08/18/2014 3:00 AM,OhioStreetBeach201408180300
23135,Ohio Street Beach,2014-08-18 04:00:00,21.3,22.78,0.207,5.0,10.2,08/18/2014 4:00 AM,OhioStreetBeach201408180400
23136,Ohio Street Beach,2014-08-18 05:00:00,21.3,23.1,0.202,5.0,10.2,08/18/2014 5:00 AM,OhioStreetBeach201408180500
23137,Ohio Street Beach,2014-08-18 06:00:00,21.3,23.04,0.196,5.0,10.2,08/18/2014 6:00 AM,OhioStreetBeach201408180600
23138,Ohio Street Beach,2014-08-18 07:00:00,21.3,23.03,0.191,5.0,10.2,08/18/2014 7:00 AM,OhioStreetBeach201408180700
23139,Ohio Street Beach,2014-08-18 08:00:00,21.3,23.59,0.197,5.0,10.2,08/18/2014 8:00 AM,OhioStreetBeach201408180800
23140,Ohio Street Beach,2014-08-18 09:00:00,21.3,23.61,0.189,5.0,10.2,08/18/2014 9:00 AM,OhioStreetBeach201408180900
23141,Ohio Street Beach,2014-08-18 10:00:00,21.3,23.53,0.187,4.0,10.2,08/18/2014 10:00 AM,OhioStreetBeach201408181000
23142,Ohio Street Beach,2014-08-18 11:00:00,21.5,23.8,0.193,4.0,10.2,08/18/2014 11:00 AM,OhioStreetBeach201408181100
23143,Ohio Street Beach,2014-08-18 12:00:00,21.7,23.96,0.181,5.0,10.2,08/18/2014 12:00 PM,OhioStreetBeach201408181200
23144,Ohio Street Beach,2014-08-18 13:00:00,22.2,23.93,0.175,5.0,10.2,08/18/2014 1:00 PM,OhioStreetBeach201408181300
