Row ID,Battery Life,Beach Name,TSNE-0,TSNE-1,Measurement Timestamp,Turbidity,Water Temperature,Wave Height,Wave Period,t_0_trx,t_1_trx,AscendingManifold,MorseSmaleManifold
24318,1.01299,3,-59.4005,-44.3387,1464631200,-0.0650079,-1.39008,-0.327821,-0.568405,44,73,11,12
24319,1.01299,2,-59.2297,-44.381,1464634800,-0.150173,-1.59645,-0.512944,1.3662,45,72,11,12
24320,1.01299,3,-59.2297,-44.381,1464634800,-0.0900374,-1.33112,-0.188979,-0.568405,45,72,11,12
24321,1.01299,2,-59.0582,-44.4248,1464638400,-0.150173,-1.33112,-0.0269958,0.721331,45,72,11,12
24322,1.01299,3,-59.0582,-44.4248,1464638400,-0.101739,-1.33112,-0.489804,-1.21327,45,72,11,12
24323,1.01299,2,-58.8874,-44.4701,1464642000,-0.150173,-1.59645,-0.906331,0.0764631,45,72,11,12
24324,1.01299,3,-58.8874,-44.4701,1464642000,-0.0867868,-1.30164,-0.698067,-0.568405,45,72,11,12
24325,1.01299,2,-58.7175,-44.5166,1464645600,-0.150173,-1.65541,-0.88319,0.0764631,46,72,11,12
24326,1.01299,3,-58.7175,-44.5166,1464645600,-0.0978388,-1.39008,-0.894761,-0.568405,46,72,11,12
24327,1.01299,2,-58.5481,-44.5646,1464649200,-0.150173,-1.65541,-0.674927,3.3008,46,72,11,12
24328,1.01299,3,-58.5481,-44.5646,1464649200,-0.0900374,-1.41956,-1.07988,3.3008,46,72,11,12
24329,1.01299,2,-58.3815,-44.6135,1464652800,-0.150173,-1.62593,-0.709637,2.65594,46,72,11,12
24330,1.01299,3,-58.3815,-44.6135,1464652800,-0.100764,-1.47853,-0.744348,-1.21327,46,72,11,12
24331,1.01299,2,-58.2143,-44.6643,1464656400,-0.150173,-1.59645,-0.582365,1.3662,47,72,11,12
24332,1.01299,3,-58.2143,-44.6643,1464656400,-0.104665,-1.47853,-0.917901,2.01107,47,72,11,12
24333,1.01299,2,-58.0493,-44.7161,1464660000,-0.150173,-1.62593,-0.339391,0.721331,47,72,11,12
24334,1.01299,3,-58.0493,-44.7161,1464660000,-0.098814,-1.44905,-0.941041,-1.21327,47,72,11,12
24335,1.01299,2,-57.8852,-44.7693,1464663600,-0.150173,-1.65541,-0.536084,-1.21327,47,72,11,12
24336,1.01299,3,-57.8852,-44.7693,1464663600,-0.0965386,-1.47853,-0.744348,0.0764631,47,72,11,12
24337,1.01299,2,-57.7179,-44.8255,1464667200,-0.150173,-1.65541,-0.455093,-1.21327,47,72,11,12
24338,1.01299,3,-57.7179,-44.8255,1464667200,-0.107591,-1.47853,-0.755918,-0.568405,47,72,11,12
24339,1.01299,2,-57.5515,-44.8831,1464670800,-0.150173,-1.71438,-0.466663,-1.21327,48,72,11,12
24340,1.01299,3,-57.5515,-44.8831,1464670800,-0.111491,-1.53749,-0.755918,-0.568405,48,72,11,12
24341,1.01299,2,-57.3832,-44.9434,1464674400,-0.150173,-1.62593,-0.489804,0.0764631,48,71,11,12
24342,0.875775,3,-57.3832,-44.9434,1464674400,-0.0958885,-1.65541,-0.86005,-0.568405,48,71,11,12
24343,1.01299,2,-57.2175,-45.0044,1464678000,-0.150173,-1.62593,-0.721208,-1.21327,48,71,11,12
24344,1.01299,3,-57.2175,-45.0044,1464678000,-0.10239,-1.62593,-0.917901,-1.21327,48,71,11,12
24345,1.01299,2,-57.0542,-45.0662,1464681600,-0.150173,-1.56697,-0.698067,-1.21327,49,71,11,12
24346,0.875775,3,-57.0542,-45.0662,1464681600,-0.110516,-1.44905,-0.964182,-1.21327,49,71,11,12
24347,1.01299,2,-56.8909,-45.1299,1464685200,-0.150173,-1.50801,-0.350961,0.0764631,49,71,11,12
