,WSPD,GST,ATMP,Date,Original_Data,UMAP-0,UMAP-1
389,-0.9754657273823183,-0.039497625276668065,1.114470722700991,1585263600.0,2020-03-26 23:00:00,6.4142885,-6.9040866
390,-0.5542454101129256,0.15799050110667295,1.114470722700991,1585267200.0,2020-03-27 00:00:00,6.0658665,-7.188255
391,-0.34363525147822915,0.7899525055333645,1.0823928352327725,1585270800.0,2020-03-27 01:00:00,5.8910756,-7.3943605
392,0.5409274147874961,0.9874406319167055,1.2427822725738675,1585274400.0,2020-03-27 02:00:00,5.6270823,-7.781104
393,0.11970709751810318,0.7899525055333645,1.0823928352327725,1585278000.0,2020-03-27 03:00:00,5.4688587,-8.062138
394,0.7515375734221924,0.9874406319167055,1.756028472065371,1585281600.0,2020-03-27 04:00:00,5.359714,-8.367061
395,0.7515375734221924,0.9874406319167055,1.7881063595335904,1585285200.0,2020-03-27 05:00:00,5.2097735,-8.781618
396,0.7515375734221924,1.1849287583000465,1.659794809660715,1585288800.0,2020-03-27 06:00:00,5.038303,-9.1853285
397,0.7515375734221924,1.1849287583000465,1.4673274848514004,1585292400.0,2020-03-27 07:00:00,4.9041133,-9.660287
398,0.9621477320568889,1.3824168846833875,1.2427822725738675,1585296000.0,2020-03-27 08:00:00,4.758391,-10.0572605
399,0.5409274147874961,0.9874406319167055,1.050314947764553,1585299600.0,2020-03-27 09:00:00,4.640497,-10.442703
400,0.3303172561527996,1.1849287583000465,0.8578476229552396,1585303200.0,2020-03-27 10:00:00,4.652332,-10.822846
401,0.7515375734221924,1.3824168846833875,0.8578476229552396,1585306800.0,2020-03-27 11:00:00,4.6244307,-11.014277
402,-0.13302509284353276,0.9874406319167055,0.8257697354870202,1585310400.0,2020-03-27 12:00:00,4.587168,-11.320724
403,0.7515375734221924,0.9874406319167055,0.9220033978916774,1585314000.0,2020-03-27 13:00:00,4.6287,-11.688046
404,0.11970709751810318,0.9874406319167055,0.9861591728281153,1585317600.0,2020-03-27 14:00:00,4.702489,-12.102542
405,-0.34363525147822915,0.7899525055333645,1.0182370602963347,1585321200.0,2020-03-27 15:00:00,4.9410853,-12.363512
406,-0.5542454101129256,0.15799050110667295,1.1465486101692102,1585324800.0,2020-03-27 16:00:00,5.153856,-12.610118
407,-0.7648555687476218,0.15799050110667295,1.1786264976374297,1585328400.0,2020-03-27 17:00:00,5.3148823,-12.735632
408,-0.34363525147822915,-0.039497625276668065,1.1465486101692102,1585332000.0,2020-03-27 18:00:00,5.6058974,-12.899426
409,-0.7648555687476218,-0.43447387804335014,1.210704385105648,1585335600.0,2020-03-27 19:00:00,5.915003,-12.982222
410,-0.34363525147822915,-0.2369857516600091,1.210704385105648,1585339200.0,2020-03-27 20:00:00,6.3544507,-13.069609
411,-0.13302509284353276,-0.039497625276668065,1.595639034724276,1585342800.0,2020-03-27 21:00:00,6.7241297,-13.107045
412,0.11970709751810318,-0.039497625276668065,1.371093822446743,1585346400.0,2020-03-27 22:00:00,7.0634503,-13.113186
413,0.5409274147874961,0.35547862749001397,1.1786264976374297,1585350000.0,2020-03-27 23:00:00,7.422592,-13.126697
414,0.3303172561527996,-0.039497625276668065,1.114470722700991,1585353600.0,2020-03-28 00:00:00,7.7187834,-13.209368
415,0.5409274147874961,0.35547862749001397,0.9861591728281153,1585357200.0,2020-03-28 01:00:00,7.891092,-13.041756
416,1.172757890691585,0.9874406319167055,1.0182370602963347,1585360800.0,2020-03-28 02:00:00,8.290239,-12.948183
417,1.4254900810532212,1.3824168846833875,1.0182370602963347,1585364400.0,2020-03-28 03:00:00,8.490375,-12.742591
418,1.6361002396879176,1.7773931374500695,1.0182370602963347,1585368000.0,2020-03-28 04:00:00,8.652295,-12.580212
419,1.846710398322614,1.5799050110667285,1.0823928352327725,1585371600.0,2020-03-28 05:00:00,8.829185,-12.3311
420,1.4254900810532212,1.3824168846833875,1.82018424700181,1585375200.0,2020-03-28 06:00:00,8.842195,-12.008295
421,0.7515375734221924,0.9874406319167055,1.7239505845971526,1585378800.0,2020-03-28 07:00:00,8.762233,-11.70393
422,1.4254900810532212,1.7773931374500695,2.0126515718111233,1585382400.0,2020-03-28 08:00:00,8.603137,-11.304452
423,1.4254900810532212,1.5799050110667285,1.9484957968746854,1585386000.0,2020-03-28 09:00:00,8.325621,-10.942707
424,0.9621477320568889,1.3824168846833875,1.210704385105648,1585389600.0,2020-03-28 10:00:00,8.138114,-10.678693
425,0.7515375734221924,0.9874406319167055,1.3069380475103054,1585393200.0,2020-03-28 11:00:00,7.882769,-10.399896
